PC9,VS_GLOBAL,SKU_1_2_SEARS,SKU_2_2_LIVERPOOL,MARCA,GENDER ,COLLECTION,USE_TYPE,LINE,NAME,DESCRIPTION,EXTENDED_DESCRIPTION,MATERIAL,COLOR,SPANISH_COLOR,SHOOTING,STATUS
DMPBRW002,DMPBR-W002,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con con pespunte en contraste,  branding en hebilla (logo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Arenilla/Negro,Arenilla/Negro,SI,-
DMPBRW014,DMPBR-W014,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con con pespunte en contraste,  branding en hebilla (tipograf¡a)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Moka/Negro,Moka/Negro,SI,-
DMPBRW007,DMPBR-W007,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con doble con pespunte al tono,  branding en hebilla (completo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro/Marr¢n,Negro/Marr¢n,SI,-
DMPBRV027,DMPBR-V027,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con doble pespuente al tono en pasacinto (tipograf¡a) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro/Marr¢n,Negro/Marr¢n,SI,-
DMPBRV004,DMPBR-V004,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con doble pespunte al tono en hebilla (logo) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",French Expresso/Vino,French Expresso/Vino,SI,-
DMPBRV012,DMPBR-V012,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con doble pespunte al tono en pasacinto (logo) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Tan/Negro,Tan/Negro,SI,-
DMPBRV013,DMPBR-V013,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con doble pespunte al tono en pasacinto (logo) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Testa/Marino,Testa/Marino,SI,-
DMPBRV008,DMPBR-V008,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con doble pespunte al tono y feather edge en hebilla (logo) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Marrone/Marino,Marrone/Marino,SI,-
DMPBRV003,DMPBR-V003,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con pespuente al tono y feather edge en hebeilla (logo) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro/Marr¢n,Negro/Marr¢n,SI,-
DMPBRV030,DMPBR-V030,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con pespuente al tono, embossing y feather edge en hebilla (tipograf¡a) Dockers©","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Gold Brown/Negro,Gold Brown/Negro,SI,-
DMPBRV031,DMPBR-V031,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con pespuente al tono, embossing y feather edge en hebilla (tipograf¡a) Dockers©","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro/Testa,Negro/Testa,SI,-
DMPBRV007,DMPBR-V007,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con pespuente en contraste en hebilla ovalada (logo) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Oxford/Camel,Oxford/Camel,SI,-
DMLBRW013,DMLBR-W013,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible con pespunte al tono con feather edge,  branding en hebilla (completo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Black/Light Brown,Black/Light Brown,SI,-
DMLBRW006,DMLBR-W006,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible con pespunte al tono con feather edge,  branding en hebilla (completo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Light Brown/Black,Light Brown/Black,SI,-
DMLBRW005,DMLBR-W005,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible con pespunte al tono con feather edge,  branding en hebilla (completo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Light Brown/Black,Light Brown/Black,SI,-
DMPBRW011,DMPBR-W011,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con pespunte al tono con feather edge,  branding en hebilla (logo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Marr¢n/Negro,Marr¢n/Negro,SI,-
DMPBRW010,DMPBR-W010,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con pespunte al tono con feather edge,  branding en hebilla (logo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Mustang/Negro,Mustang/Negro,SI,-
DMPBRW027,DMPBR-W027,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con pespunte al tono con feather edge,  branding en hebilla (tipograf¡a)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Marr¢n/Negro,Marr¢n/Negro,SI,-
DMPBRV011,DMPBR-V011,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con pespunte al tono y embossing en hebilla (logo) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Camel/French Expresso,Camel/French Expresso,SI,-
DMLBRW010,DMLBR-W010,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible con pespunte al tono y embossing,  branding en hebilla (logo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Light Brown/Black,Light Brown/Black,SI,-
DMLBRW009,DMLBR-W009,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible con pespunte al tono y embossing,  branding en hebilla (logo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Testa/Black,Testa/Black,SI,-
DMPBRV017,DMPBR-V017,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con pespunte al tono y feather edge en hebilla (tipograf¡a) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Caf‚/Denim,Caf‚/Denim,SI,-
DMPBRV034,DMPBR-V034,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con pespunte al tono y feather edge en hebilla (tipograf¡a) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Ferrero/Negro,Ferrero/Negro,SI,-
DMPBRV035,DMPBR-V035,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,Cintur¢n reversible con pespunte al tono y feather edge en hebilla (tipograf¡a) Dockers©,"Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro/Tan,Negro/Tan,SI,-
DMLBRW000,DMLBR-W000,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible con pespunte al tono,  branding en hebilla (completo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Black/Testa,Black/Testa,SI,-
DMLBRW001,DMLBR-W001,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible con pespunte al tono,  branding en hebilla (completo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Light Brown/Black,Light Brown/Black,SI,-
DMLBRW011,DMLBR-W011,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible con pespunte al tono,  branding en hebilla (logo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Black/Light Brown,Black/Light Brown,SI,-
DMPBRW001,DMPBR-W001,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con pespunte al tono,  branding en hebilla (tipograf¡a)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Marr¢n/Azabache,Marr¢n/Azabache,SI,-
DMPBRW018,DMPBR-W018,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible con pespunte al tono,  branding en hebilla ovalada (logo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro/Moca,Negro/Moca,SI,-
DMPBRW029,DMPBR-W029,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible doble con pespunte al tono y feather edge,  branding en hebilla (tipograf¡a)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Cognac/Negro,Cognac/Negro,SI,-
DMLBRW002,DMLBR-W002,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible 100% Piel,"Cintur¢n reversible doble con pespunte al tono,  branding en hebilla (completo), 100% piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Testa/Black,Testa/Black,SI,-
DMPBRW025,DMPBR-W025,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible doble con pespunte en 2 tonos y feather edge,  branding en hebilla (logo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro/ Topo,Negro/ Topo,SI,-
DMPBRW016,DMPBR-W016,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible doble con pespunte en 2 tonos y feather edge,  branding en hebilla (logo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Topo/Negro,Topo/Negro,SI,-
DMPBRW028,DMPBR-W028,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible doble con pespunte en 2 tonos y feather edge,  branding en hebilla (tipograf¡a)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Topo/Negro,Topo/Negro,SI,-
DMPBRW006,DMPBR-W006,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible doble con pespunte en contraste,  branding en hebilla (completo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Cognac/Negro,Cognac/Negro,SI,-
DMPBRW004,DMPBR-W004,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible pespuente al todo y feather edge,  branding en hebilla (logo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Brandy/Negro,Brandy/Negro,SI,-
DMPBRW005,DMPBR-W005,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible pespuente al todo y feather edge,  branding en hebilla (logo)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Casta¤a/Negro,Casta¤a/Negro,SI,-
DMPBRW023,DMPBR-W023,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible pespuente al todo y feather edge,  branding en hebilla (tipograf¡a)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Cognac/Negro,Cognac/Negro,SI,-
DMPBRW022,DMPBR-W022,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n Reversible ,"Cintur¢n reversible pespuente al todo y feather edge,  branding en hebilla (tipograf¡a)","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Tabaco/Negro,Tabaco/Negro,SI,-
DMLBNW000,DMLBN-W000,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n 100% Piel,"Cintur¢n una vista al corte con back spray,  logo en la punta, piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Caf‚,Caf‚,SI,-
DMPBNW001,DMPBN-W001,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista al corte con pespunte central,  logo en pasacinto","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Chocolate,Chocolate,SI,-
DMPBNW000,DMPBN-W000,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista al corte con pespunte central,  logo en pasacinto","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro,Negro,SI,-
DMLBNW001,DMLBN-W001,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n 100% Piel,"Cintur¢n una vista al corte,  logo en la punta, piel","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Negro,Negro,SI,-
DMPBNW006,DMPBN-W006,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista con pespunte al tono y feather edge,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","70% Piel, 30% Poliuretano ",Black,Black,SI,-
DMPBNW007,DMPBN-W007,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista con pespunte al tono y feather edge,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","70% Piel, 30% Poliuretano ",Testa,Testa,SI,-
DMPBNW004,DMPBN-W004,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista con pespunte al tono, doble pasaciento y feather edge,  logo en punta","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Brandy,Brandy,SI,-
DMPBNW002,DMPBN-W002,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista con pespunte al tono, doble pasaciento y feather edge,  logo en punta","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Marino,Marino,SI,-
DMPBNW011,DMPBN-W011,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista con pespunte en contraste perimetral,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Brandy,Brandy,SI,-
DMPBNW010,DMPBN-W010,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista con pespunte en contraste,  logo en punta","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro,Negro,SI,-
DMPBNW016,DMPBN-W016,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista doble pespunte al tono,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Cognac,Cognac,SI,-
DMPBNW015,DMPBN-W015,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista doble pespunte al tono,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Moka,Moka,SI,-
DMPBNW014,DMPBN-W014,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista doble pespunte al tono,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro,Negro,SI,-
DMLBNW002,DMLBN-W002,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n 100% Piel,"Cintur¢n una vista doble pespunte al tono,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Negro,Negro,SI,-
DMPBNW009,DMPBN-W009,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista pespunte en contraste y feather edge,  logo en punta","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Marr¢n,Marr¢n,SI,-
DMPBNW012,DMPBN-W012,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista pespunte en contraste,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Chocolate,Chocolate,SI,-
DMLBNW003,DMLBN-W003,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n 100% Piel,"Cintur¢n una vista pespunte en contraste,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.",100% Piel,Chocolate,Chocolate,SI,-
DMPBNW013,DMPBN-W013,-,-,Dockers©,Men's,Accesorios,B sico,Belts,Cintur¢n ,"Cintur¢n una vista pespunte en contraste,  logo en tira superiror","Cintur¢n reversible con el cual podr s mostrar tu mejor faceta, en cualquier ocasi¢n.","52% Poliuretano, 48% Piel",Negro,Negro,SI,-
697840000,69784-0000,-,1079737828,Levi's,Women's, Misses ,B sico,Tops,Claire Dress,"Vestido, mezclilla, manga corta, bolsillos en frente, botones a presi¢n, bolsas en los costados.","Claire Dress es el vestido ideal para cualquier ocasi¢n,",100% Algod¢n,Super Light Authentic,Azul Claro ,SI,-
676950001,67695-0001,-,-,Levi's,Women's, Misses ,B sico,Tops,Cleo Shirt,"Blusa tipo oversize, con contraste de rayas negras, manga larga. ",Cleo Shirt es la camisa con el estilo necesario para tu personalidad,100% Algod¢n,Langdon Cloud Dancer,Blanco,SI,-
676950000,67695-0000,-,-,Levi's,Women's, Misses ,B sico,Tops,Cleo Shirt,"Camisa, mezclilla, lavado mid wash.",Cleo Shirt es la camisa con el estilo necesario para tu personalidad,"55% Lino, 45% Algod¢n",Light Mid Wash,Azul Claro ,SI,-
